encodeID	biosample_term_name	biosample_type	biosample_term_id	filename	url	encode_url
ENCFF766PVJ	GM12891	cell_line	EFO:0002785	GM12891.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/GM12891.bed.gz	https://www.encodeproject.org/files/ENCFF766PVJ/@@download/ENCFF766PVJ.bed.gz
ENCFF925SYQ	foreskin_fibroblast	primary_cell	CL:1001608	NHDF-NEO.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/NHDF-NEO.bed.gz	https://www.encodeproject.org/files/ENCFF925SYQ/@@download/ENCFF925SYQ.bed.gz
ENCFF221EGN	cardiac_muscle_cell	primary_cell	CL:0000746	HCM.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/HCM.bed.gz	https://www.encodeproject.org/files/ENCFF221EGN/@@download/ENCFF221EGN.bed.gz
ENCFF632EJC	fibroblast_of_pulmonary_artery	primary_cell	CL:0002557	HPAF.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/HPAF.bed.gz	https://www.encodeproject.org/files/ENCFF632EJC/@@download/ENCFF632EJC.bed.gz
ENCFF098NHN	kidney_epithelial_cell	primary_cell	CL:0002518	HRE.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/HRE.bed.gz	https://www.encodeproject.org/files/ENCFF098NHN/@@download/ENCFF098NHN.bed.gz
ENCFF388HYD	HEK293	cell_line	EFO:0001182	HEK293.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/HEK293.bed.gz	https://www.encodeproject.org/files/ENCFF388HYD/@@download/ENCFF388HYD.bed.gz
ENCFF277KFS	rectal_smooth_muscle_tissue	tissue	UBERON:0018112	RECTAL_SMOOTH_MUSCLE.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/RECTAL_SMOOTH_MUSCLE.bed.gz	https://www.encodeproject.org/files/ENCFF277KFS/@@download/ENCFF277KFS.bed.gz
ENCFF072LXV	astrocyte_of_the_spinal_cord	primary_cell	CL:0002606	HA-SP.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/HA-SP.bed.gz	https://www.encodeproject.org/files/ENCFF072LXV/@@download/ENCFF072LXV.bed.gz
ENCFF951RTE	fibroblast_of_dermis	primary_cell	CL:0002551	NHDF-AD.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/NHDF-AD.bed.gz	https://www.encodeproject.org/files/ENCFF951RTE/@@download/ENCFF951RTE.bed.gz
ENCFF338HEJ	astrocyte_of_the_cerebellum	primary_cell	CL:0002603	HAC.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/HAC.bed.gz	https://www.encodeproject.org/files/ENCFF338HEJ/@@download/ENCFF338HEJ.bed.gz
ENCFF311EYV	mucosa_of_stomach	tissue	UBERON:0001199	STOMACH_MUCOSA.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/STOMACH_MUCOSA.bed.gz	https://www.encodeproject.org/files/ENCFF311EYV/@@download/ENCFF311EYV.bed.gz
ENCFF904VUV	HFF-Myc	cell_line	EFO:0005710	HFF-MYC.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/HFF-MYC.bed.gz	https://www.encodeproject.org/files/ENCFF904VUV/@@download/ENCFF904VUV.bed.gz
ENCFF393SOX	NT2/D1	cell_line	EFO:0005236	NT2-D1.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/NT2-D1.bed.gz	https://www.encodeproject.org/files/ENCFF393SOX/@@download/ENCFF393SOX.bed.gz
ENCFF216FKQ	kidney	tissue	UBERON:0002113	FETAL_KIDNEY.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/FETAL_KIDNEY.bed.gz	https://www.encodeproject.org/files/ENCFF216FKQ/@@download/ENCFF216FKQ.bed.gz
ENCFF123VZB	T47D	cell_line	EFO:0001247	T-47D.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/T-47D.bed.gz	https://www.encodeproject.org/files/ENCFF123VZB/@@download/ENCFF123VZB.bed.gz
ENCFF557FMU	amnion	tissue	UBERON:0000305	PLACENTA_AMNION.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/PLACENTA_AMNION.bed.gz	https://www.encodeproject.org/files/ENCFF557FMU/@@download/ENCFF557FMU.bed.gz
ENCFF132DRZ	mesenchymal_stem_cell	in_vitro_differentiated_cells	CL:0000134	H1_DERIVED_MESENCHYMAL_STEM_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/H1_DERIVED_MESENCHYMAL_STEM_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF132DRZ/@@download/ENCFF132DRZ.bed.gz
ENCFF685FRZ	trophoblast_cell	in_vitro_differentiated_cells	CL:0000351	H1_BMP4_DERIVED_TROPHOBLAST_CULTURED_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/H1_BMP4_DERIVED_TROPHOBLAST_CULTURED_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF685FRZ/@@download/ENCFF685FRZ.bed.gz
ENCFF241EAU	mesendoderm	in_vitro_differentiated_cells	NTR:0000856	H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF241EAU/@@download/ENCFF241EAU.bed.gz
ENCFF422UYG	neuronal_stem_cell	in_vitro_differentiated_cells	CL:0000047	H1_DERIVED_NEURONAL_PROGENITOR_CULTURED_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/H1_DERIVED_NEURONAL_PROGENITOR_CULTURED_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF422UYG/@@download/ENCFF422UYG.bed.gz
ENCFF872XRN	H9	cell_line	EFO:0003045	H9ES.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/H9ES.bed.gz	https://www.encodeproject.org/files/ENCFF872XRN/@@download/ENCFF872XRN.bed.gz
ENCFF523YOT	GM06990	cell_line	EFO:0002783	GM06990.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/GM06990.bed.gz	https://www.encodeproject.org/files/ENCFF523YOT/@@download/ENCFF523YOT.bed.gz
ENCFF828JJT	H1	cell_line	EFO:0003042	H1-HESC.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/H1-HESC.bed.gz	https://www.encodeproject.org/files/ENCFF828JJT/@@download/ENCFF828JJT.bed.gz
ENCFF576MTO	BJ	cell_line	EFO:0002779	BJ.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BJ.bed.gz	https://www.encodeproject.org/files/ENCFF576MTO/@@download/ENCFF576MTO.bed.gz
ENCFF725HYN	colonic_mucosa	tissue	UBERON:0000317	COLONIC_MUCOSA.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/COLONIC_MUCOSA.bed.gz	https://www.encodeproject.org/files/ENCFF725HYN/@@download/ENCFF725HYN.bed.gz
ENCFF957DSA	AG09319	cell_line	CLO:0021754	AG09319.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/AG09319.bed.gz	https://www.encodeproject.org/files/ENCFF957DSA/@@download/ENCFF957DSA.bed.gz
ENCFF028REP	T-cell	primary_cell	CL:0000084	CD3_PRIMARY_CELLS_CORD_BI.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD3_PRIMARY_CELLS_CORD_BI.bed.gz	https://www.encodeproject.org/files/ENCFF028REP/@@download/ENCFF028REP.bed.gz
ENCFF799TPD	AG09309	cell_line	CLO:0021752	AG09309.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/AG09309.bed.gz	https://www.encodeproject.org/files/ENCFF799TPD/@@download/ENCFF799TPD.bed.gz
ENCFF457BIN	myoepithelial_cell_of_mammary_gland	primary_cell	CL:0002324	BREAST_MYOEPITHELIAL_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BREAST_MYOEPITHELIAL_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF457BIN/@@download/ENCFF457BIN.bed.gz
ENCFF998SNL	natural_killer_cell	primary_cell	CL:0000623	CD56_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD56_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF998SNL/@@download/ENCFF998SNL.bed.gz
ENCFF065TKH	CD14-positive_monocyte	primary_cell	CL:0001054	CD14_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD14_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF065TKH/@@download/ENCFF065TKH.bed.gz
ENCFF266EQD	T-cell	primary_cell	CL:0000084	CD3_PRIMARY_CELLS_PERIPHERAL_UW.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD3_PRIMARY_CELLS_PERIPHERAL_UW.bed.gz	https://www.encodeproject.org/files/ENCFF266EQD/@@download/ENCFF266EQD.bed.gz
ENCFF134LMV	B_cell	primary_cell	CL:0000236	CD19_PRIMARY_CELLS_PERIPHERAL_UW.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD19_PRIMARY_CELLS_PERIPHERAL_UW.bed.gz	https://www.encodeproject.org/files/ENCFF134LMV/@@download/ENCFF134LMV.bed.gz
ENCFF166SIQ	DND-41	cell_line	EFO:0007074	DND41.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/DND41.bed.gz	https://www.encodeproject.org/files/ENCFF166SIQ/@@download/ENCFF166SIQ.bed.gz
ENCFF334IYO	AG04449	cell_line	CLO:0034837	AG04449.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/AG04449.bed.gz	https://www.encodeproject.org/files/ENCFF334IYO/@@download/ENCFF334IYO.bed.gz
ENCFF413IVJ	aorta	tissue	UBERON:0000947	AORTA.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/AORTA.bed.gz	https://www.encodeproject.org/files/ENCFF413IVJ/@@download/ENCFF413IVJ.bed.gz
ENCFF425PRO	Caco-2	cell_line	EFO:0001099	CACO-2.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CACO-2.bed.gz	https://www.encodeproject.org/files/ENCFF425PRO/@@download/ENCFF425PRO.bed.gz
ENCFF378DDP	CD4-positive,_CD25-positive,_alpha-beta_regulatory_T_cell	primary_cell	CL:0000792	CD4+_CD25+_CD127-_TREG_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD4+_CD25+_CD127-_TREG_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF378DDP/@@download/ENCFF378DDP.bed.gz
ENCFF108CAF	mammary_epithelial_cell	primary_cell	CL:0002327	BREAST_VHMEC.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BREAST_VHMEC.bed.gz	https://www.encodeproject.org/files/ENCFF108CAF/@@download/ENCFF108CAF.bed.gz
ENCFF112IKD	AG04450	cell_line	EFO:0006270	AG04450.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/AG04450.bed.gz	https://www.encodeproject.org/files/ENCFF112IKD/@@download/ENCFF112IKD.bed.gz
ENCFF386ZTK	CD4-positive,_alpha-beta_T_cell	primary_cell	CL:0000624	CD4+_CD25-_TH_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD4+_CD25-_TH_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF386ZTK/@@download/ENCFF386ZTK.bed.gz
ENCFF770DFW	CD4-positive,_alpha-beta_T_cell	primary_cell	CL:0000624	CD4+_CD25-_IL17-_PMA-IONOMYCIN_STIMULATED_MACS_PURIFIED_TH_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD4+_CD25-_IL17-_PMA-IONOMYCIN_STIMULATED_MACS_PURIFIED_TH_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF770DFW/@@download/ENCFF770DFW.bed.gz
ENCFF526MRN	colon	tissue	UBERON:0001155	BC_COLON_H12817N.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BC_COLON_H12817N.bed.gz	https://www.encodeproject.org/files/ENCFF526MRN/@@download/ENCFF526MRN.bed.gz
ENCFF737QTB	liver	tissue	UBERON:0002107	ADULT_LIVER.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/ADULT_LIVER.bed.gz	https://www.encodeproject.org/files/ENCFF737QTB/@@download/ENCFF737QTB.bed.gz
ENCFF667GKL	layer_of_hippocampus	tissue	UBERON:0002305	BRAIN_HIPPOCAMPUS_MIDDLE.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BRAIN_HIPPOCAMPUS_MIDDLE.bed.gz	https://www.encodeproject.org/files/ENCFF667GKL/@@download/ENCFF667GKL.bed.gz
ENCFF792AQT	Ishikawa	cell_line	EFO:0005718	ECC-1.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/ECC-1.bed.gz	https://www.encodeproject.org/files/ENCFF792AQT/@@download/ENCFF792AQT.bed.gz
ENCFF004YEU	subcutaneous_abdominal_adipose_tissue	tissue	UBERON:0014455	ADIPOSE_NUCLEI.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/ADIPOSE_NUCLEI.bed.gz	https://www.encodeproject.org/files/ENCFF004YEU/@@download/ENCFF004YEU.bed.gz
ENCFF137NZI	lung	tissue	UBERON:0002048	BC_LUNG_H12817N.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BC_LUNG_H12817N.bed.gz	https://www.encodeproject.org/files/ENCFF137NZI/@@download/ENCFF137NZI.bed.gz
ENCFF519ZBL	CD4-positive,_alpha-beta_memory_T_cell	primary_cell	CL:0000897	CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF519ZBL/@@download/ENCFF519ZBL.bed.gz
ENCFF223EXU	fibroblast_of_the_aortic_adventitia	primary_cell	CL:0002547	AOAF.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/AOAF.bed.gz	https://www.encodeproject.org/files/ENCFF223EXU/@@download/ENCFF223EXU.bed.gz
ENCFF276PHR	muscle_layer_of_duodenum	tissue	UBERON:0012488	DUODENUM_SMOOTH_MUSCLE.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/DUODENUM_SMOOTH_MUSCLE.bed.gz	https://www.encodeproject.org/files/ENCFF276PHR/@@download/ENCFF276PHR.bed.gz
ENCFF993VBX	T-helper_17_cell	primary_cell	CL:0000899	CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF993VBX/@@download/ENCFF993VBX.bed.gz
ENCFF665HYU	duodenal_mucosa	tissue	UBERON:0000320	DUODENUM_MUCOSA.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/DUODENUM_MUCOSA.bed.gz	https://www.encodeproject.org/files/ENCFF665HYU/@@download/ENCFF665HYU.bed.gz
ENCFF442IXL	AG10803	cell_line	CLO:0021511	AG10803.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/AG10803.bed.gz	https://www.encodeproject.org/files/ENCFF442IXL/@@download/ENCFF442IXL.bed.gz
ENCFF882RLQ	A549	cell_line	EFO:0001086	A549.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/A549.bed.gz	https://www.encodeproject.org/files/ENCFF882RLQ/@@download/ENCFF882RLQ.bed.gz
ENCFF508PQI	caudate_nucleus	tissue	UBERON:0001873	BRAIN_ANTERIOR_CAUDATE.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BRAIN_ANTERIOR_CAUDATE.bed.gz	https://www.encodeproject.org/files/ENCFF508PQI/@@download/ENCFF508PQI.bed.gz
ENCFF314OLC	muscle_layer_of_colon	tissue	UBERON:0012489	COLON_SMOOTH_MUSCLE.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/COLON_SMOOTH_MUSCLE.bed.gz	https://www.encodeproject.org/files/ENCFF314OLC/@@download/ENCFF314OLC.bed.gz
ENCFF210SMU	naive_thymus-derived_CD4-positive,_alpha-beta_T_cell	primary_cell	CL:0000895	CD4+_CD25-_CD45RA+_NAIVE_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD4+_CD25-_CD45RA+_NAIVE_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF210SMU/@@download/ENCFF210SMU.bed.gz
ENCFF525MSR	temporal_lobe	tissue	UBERON:0001871	BRAIN_INFERIOR_TEMPORAL_LOBE.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BRAIN_INFERIOR_TEMPORAL_LOBE.bed.gz	https://www.encodeproject.org/files/ENCFF525MSR/@@download/ENCFF525MSR.bed.gz
ENCFF757KLE	CD8-positive,_alpha-beta_T_cell	primary_cell	CL:0000625	CD8_NAIVE_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD8_NAIVE_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF757KLE/@@download/ENCFF757KLE.bed.gz
ENCFF089LSR	substantia_nigra	tissue	UBERON:0002038	BRAIN_SUBSTANTIA_NIGRA.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BRAIN_SUBSTANTIA_NIGRA.bed.gz	https://www.encodeproject.org/files/ENCFF089LSR/@@download/ENCFF089LSR.bed.gz
ENCFF400KWY	cingulate_gyrus	tissue	UBERON:0002967	BRAIN_CINGULATE_GYRUS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BRAIN_CINGULATE_GYRUS.bed.gz	https://www.encodeproject.org/files/ENCFF400KWY/@@download/ENCFF400KWY.bed.gz
ENCFF633OYE	lung	tissue	UBERON:0002048	BC_LUNG_01-11002.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BC_LUNG_01-11002.bed.gz	https://www.encodeproject.org/files/ENCFF633OYE/@@download/ENCFF633OYE.bed.gz
ENCFF689XTT	spleen	tissue	UBERON:0002106	BC_SPLEEN_H12817N.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BC_SPLEEN_H12817N.bed.gz	https://www.encodeproject.org/files/ENCFF689XTT/@@download/ENCFF689XTT.bed.gz
ENCFF277ZKK	CD4-positive,_alpha-beta_memory_T_cell	primary_cell	CL:0000897	CD4_MEMORY_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD4_MEMORY_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF277ZKK/@@download/ENCFF277ZKK.bed.gz
ENCFF697FWA	BE2C	cell_line	EFO:0005725	BE2_C.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BE2_C.bed.gz	https://www.encodeproject.org/files/ENCFF697FWA/@@download/ENCFF697FWA.bed.gz
ENCFF880DHD	naive_thymus-derived_CD4-positive,_alpha-beta_T_cell	primary_cell	CL:0000895	CD4_NAIVE_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD4_NAIVE_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF880DHD/@@download/ENCFF880DHD.bed.gz
ENCFF708QLS	effector_memory_CD4-positive,_alpha-beta_T_cell	primary_cell	CL:0000905	CD4+_CD25INT_CD127+_TMEM_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD4+_CD25INT_CD127+_TMEM_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF708QLS/@@download/ENCFF708QLS.bed.gz
ENCFF015FJK	dorsolateral_prefrontal_cortex	tissue	UBERON:0009834	BRAIN_MID_FRONTAL_LOBE.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BRAIN_MID_FRONTAL_LOBE.bed.gz	https://www.encodeproject.org/files/ENCFF015FJK/@@download/ENCFF015FJK.bed.gz
ENCFF954WEV	CD8-positive,_alpha-beta_memory_T_cell	primary_cell	CL:0000909	CD8_MEMORY_PRIMARY_CELLS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/CD8_MEMORY_PRIMARY_CELLS.bed.gz	https://www.encodeproject.org/files/ENCFF954WEV/@@download/ENCFF954WEV.bed.gz
ENCFF386SRJ	angular_gyrus	tissue	UBERON:0002686	BRAIN_ANGULAR_GYRUS.bed.gz	https://noble.gs.washington.edu/proj/encyclopedia/interpreted/BRAIN_ANGULAR_GYRUS.bed.gz	https://www.encodeproject.org/files/ENCFF386SRJ/@@download/ENCFF386SRJ.bed.gz
