celltype	state_index	bio_label	label_name	func_score
THYMUS	4	Quiescent	4_Quiescent	0.685
THYMUS	7	ConstitutiveHet	7_ConstitutiveHet	0.62
THYMUS	6	ConstitutiveHet	6_ConstitutiveHet	0.74
THYMUS	9	RegPermissive	9_RegPermissive	0.735
THYMUS	8	Transcribed	8_Transcribed	0.735
IMR90	20	FacultativeHet	20_FacultativeHet	0.77
IMR90	21	Transcribed	21_Transcribed	0.695
IMR90	1	Quiescent	1_Quiescent	0.705
IMR90	0	RegPermissive	0_RegPermissive	0.805
IMR90	3	Quiescent	3_Quiescent	0.785
IMR90	2	Quiescent	2_Quiescent	0.77
IMR90	5	Quiescent	5_Quiescent	0.77
IMR90	4	Quiescent	4_Quiescent	0.69
IMR90	7	ConstitutiveHet	7_ConstitutiveHet	0.745
IMR90	6	Transcribed	6_Transcribed	0.78
IMR90	9	Transcribed	9_Transcribed	0.785
IMR90	8	Quiescent	8_Quiescent	0.69
IMR90	11	Quiescent	11_Quiescent	0.655
IMR90	10	ConstitutiveHet	10_ConstitutiveHet	0.705
IMR90	13	FacultativeHet	13_FacultativeHet	0.695
IMR90	12	Transcribed	12_Transcribed	0.755
IMR90	15	Promoter	15_Promoter	0.875
IMR90	14	RegPermissive	14_RegPermissive	0.79
IMR90	17	RegPermissive	17_RegPermissive	0.795
IMR90	16	Quiescent	16_Quiescent	0.71
IMR90	19	Promoter	19_Promoter	1.0
IMR90	18	Transcribed	18_Transcribed	0.79
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	11	RegPermissive	11_RegPermissive	0.745
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	10	Quiescent	10_Quiescent	0.67
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	13	LowConfidence	13_LowConfidence	0.735
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	12	ConstitutiveHet	12_ConstitutiveHet	0.75
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	15	LowConfidence	15_LowConfidence	0.73
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	14	Enhancer	14_Enhancer	0.89
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	17	Transcribed	17_Transcribed	0.85
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	16	FacultativeHet	16_FacultativeHet	0.76
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	1	Quiescent	1_Quiescent	0.705
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	0	Enhancer	0_Enhancer	0.775
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	3	Promoter	3_Promoter	0.91
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	2	Quiescent	2_Quiescent	0.62
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	5	Transcribed	5_Transcribed	0.815
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	4	RegPermissive	4_RegPermissive	0.75
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	7	RegPermissive	7_RegPermissive	0.71
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	6	Quiescent	6_Quiescent	0.81
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	9	Quiescent	9_Quiescent	1.03
H1_BMP4_DERIVED_MESENDODERM_CULTURED_CELLS	8	RegPermissive	8_RegPermissive	0.78
RECTAL_SMOOTH_MUSCLE	11	FacultativeHet	11_FacultativeHet	0.765
RECTAL_SMOOTH_MUSCLE	10	Enhancer	10_Enhancer	1.005
RECTAL_SMOOTH_MUSCLE	13	ConstitutiveHet	13_ConstitutiveHet	0.66
RECTAL_SMOOTH_MUSCLE	12	Enhancer	12_Enhancer	0.81
RECTAL_SMOOTH_MUSCLE	14	Transcribed	14_Transcribed	0.775
RECTAL_SMOOTH_MUSCLE	1	ConstitutiveHet	1_ConstitutiveHet	0.745
RECTAL_SMOOTH_MUSCLE	0	FacultativeHet	0_FacultativeHet	0.72
RECTAL_SMOOTH_MUSCLE	3	ConstitutiveHet	3_ConstitutiveHet	0.675
RECTAL_SMOOTH_MUSCLE	2	ConstitutiveHet	2_ConstitutiveHet	0.65
RECTAL_SMOOTH_MUSCLE	5	Enhancer	5_Enhancer	0.87
RECTAL_SMOOTH_MUSCLE	4	Transcribed	4_Transcribed	0.935
RECTAL_SMOOTH_MUSCLE	7	ConstitutiveHet	7_ConstitutiveHet	0.67
RECTAL_SMOOTH_MUSCLE	6	RegPermissive	6_RegPermissive	0.845
RECTAL_SMOOTH_MUSCLE	9	Quiescent	9_Quiescent	0.625
RECTAL_SMOOTH_MUSCLE	8	Quiescent	8_Quiescent	0.74
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	11	Quiescent	11_Quiescent	0.72
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	10	Transcribed	10_Transcribed	0.825
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	13	RegPermissive	13_RegPermissive	0.745
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	12	Transcribed	12_Transcribed	0.75
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	1	ConstitutiveHet	1_ConstitutiveHet	0.73
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	0	ConstitutiveHet	0_ConstitutiveHet	0.75
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	3	ConstitutiveHet	3_ConstitutiveHet	0.66
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	2	Quiescent	2_Quiescent	0.53
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	5	ConstitutiveHet	5_ConstitutiveHet	0.675
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	4	Quiescent	4_Quiescent	0.69
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	7	Enhancer	7_Enhancer	0.8
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	6	Quiescent	6_Quiescent	0.725
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	9	FacultativeHet	9_FacultativeHet	0.76
CD4+_CD25-_IL17+_PMA-IONOMCYIN_STIMULATED_TH17_PRIMARY_CELLS	8	Enhancer	8_Enhancer	0.93
HEEPIC	11	Promoter	11_Promoter	0.905
HEEPIC	10	RegPermissive	10_RegPermissive	0.78
HEEPIC	12	Enhancer	12_Enhancer	0.89
HEEPIC	1	Quiescent	1_Quiescent	0.75
HEEPIC	0	Quiescent	0_Quiescent	0.71
HEEPIC	3	RegPermissive	3_RegPermissive	0.765
HEEPIC	2	Quiescent	2_Quiescent	0.77
HEEPIC	5	Promoter	5_Promoter	0.795
HEEPIC	4	RegPermissive	4_RegPermissive	0.755
HEEPIC	7	Enhancer	7_Enhancer	0.8
HEEPIC	6	Quiescent	6_Quiescent	0.695
HEEPIC	9	Quiescent	9_Quiescent	0.69
HEEPIC	8	LowConfidence	8_LowConfidence	0.78
PSOAS_MUSCLE_OC	11	Transcribed	11_Transcribed	1.015
PSOAS_MUSCLE_OC	10	Transcribed	10_Transcribed	0.825
PSOAS_MUSCLE_OC	13	Promoter	13_Promoter	1.025
PSOAS_MUSCLE_OC	12	Quiescent	12_Quiescent	0.675
PSOAS_MUSCLE_OC	14	ConstitutiveHet	14_ConstitutiveHet	0.67
PSOAS_MUSCLE_OC	1	FacultativeHet	1_FacultativeHet	0.795
PSOAS_MUSCLE_OC	0	Transcribed	0_Transcribed	0.85
PSOAS_MUSCLE_OC	3	Transcribed	3_Transcribed	0.77
PSOAS_MUSCLE_OC	2	ConstitutiveHet	2_ConstitutiveHet	0.695
PSOAS_MUSCLE_OC	5	Enhancer	5_Enhancer	0.8
PSOAS_MUSCLE_OC	4	Quiescent	4_Quiescent	0.7
PSOAS_MUSCLE_OC	7	ConstitutiveHet	7_ConstitutiveHet	0.755
PSOAS_MUSCLE_OC	6	FacultativeHet	6_FacultativeHet	0.805
PSOAS_MUSCLE_OC	9	Quiescent	9_Quiescent	0.735
PSOAS_MUSCLE_OC	8	Bivalent	8_Bivalent	0.95
BC_LUNG_H12817N	11	Transcribed	11_Transcribed	0.735
BC_LUNG_H12817N	10	Enhancer	10_Enhancer	0.79
BC_LUNG_H12817N	13	ConstitutiveHet	13_ConstitutiveHet	0.66
BC_LUNG_H12817N	12	Quiescent	12_Quiescent	0.7
BC_LUNG_H12817N	14	ConstitutiveHet	14_ConstitutiveHet	0.72
BC_LUNG_H12817N	1	Promoter	1_Promoter	1.065
BC_LUNG_H12817N	0	RegPermissive	0_RegPermissive	0.81
BC_LUNG_H12817N	3	FacultativeHet	3_FacultativeHet	0.775
BC_LUNG_H12817N	2	Enhancer	2_Enhancer	0.765
BC_LUNG_H12817N	5	RegPermissive	5_RegPermissive	0.805
BC_LUNG_H12817N	4	Transcribed	4_Transcribed	0.935
BC_LUNG_H12817N	7	Transcribed	7_Transcribed	0.8
BC_LUNG_H12817N	6	Quiescent	6_Quiescent	0.705
BC_LUNG_H12817N	9	Quiescent	9_Quiescent	0.7
BC_LUNG_H12817N	8	Promoter	8_Promoter	0.925
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	11	Transcribed	11_Transcribed	0.81
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	10	FacultativeHet	10_FacultativeHet	0.83
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	13	Transcribed	13_Transcribed	0.735
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	12	ConstitutiveHet	12_ConstitutiveHet	0.645
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	1	Quiescent	1_Quiescent	0.68
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	0	Transcribed	0_Transcribed	0.83
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	3	RegPermissive	3_RegPermissive	0.75
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	2	Quiescent	2_Quiescent	0.765
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	5	Quiescent	5_Quiescent	0.76
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	4	ConstitutiveHet	4_ConstitutiveHet	0.71
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	7	Enhancer	7_Enhancer	0.82
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	6	Bivalent	6_Bivalent	1.03
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	9	Quiescent	9_Quiescent	0.73
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN03	8	Bivalent	8_Bivalent	0.805
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	11	FacultativeHet	11_FacultativeHet	0.745
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	10	LowConfidence	10_LowConfidence	0.85
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	13	ConstitutiveHet	13_ConstitutiveHet	0.615
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	12	ConstitutiveHet	12_ConstitutiveHet	0.68
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	1	Quiescent	1_Quiescent	0.685
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	0	Transcribed	0_Transcribed	0.72
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	3	ConstitutiveHet	3_ConstitutiveHet	0.635
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	2	Bivalent	2_Bivalent	0.935
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	5	Bivalent	5_Bivalent	1.05
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	4	Transcribed	4_Transcribed	0.775
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	7	FacultativeHet	7_FacultativeHet	0.825
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	6	Enhancer	6_Enhancer	0.82
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	9	RegPermissive	9_RegPermissive	0.76
PENIS_FORESKIN_KERATINOCYTE_PRIMARY_CELLS_SKIN02	8	Transcribed	8_Transcribed	0.895
HEPG2	24	Bivalent	24_Bivalent	0.895
HEPG2	25	Promoter	25_Promoter	1.095
HEPG2	26	Quiescent	26_Quiescent	0.625
HEPG2	20	Quiescent	20_Quiescent	0.725
HEPG2	21	RegPermissive	21_RegPermissive	0.805
HEPG2	22	Enhancer	22_Enhancer	0.885
HEPG2	23	ConstitutiveHet	23_ConstitutiveHet	0.715
HEPG2	1	Quiescent	1_Quiescent	0.76
HEPG2	0	FacultativeHet	0_FacultativeHet	0.855
HEPG2	3	Bivalent	3_Bivalent	0.94
HEPG2	2	Quiescent	2_Quiescent	0.73
HEPG2	5	Quiescent	5_Quiescent	0.795
HEPG2	4	Quiescent	4_Quiescent	0.525
HEPG2	7	Bivalent	7_Bivalent	0.845
HEPG2	6	Quiescent	6_Quiescent	0.745
HEPG2	9	ConstitutiveHet	9_ConstitutiveHet	0.8
HEPG2	8	Enhancer	8_Enhancer	0.81
HEPG2	11	Quiescent	11_Quiescent	0.73
HEPG2	10	FacultativeHet	10_FacultativeHet	0.835
HEPG2	13	Quiescent	13_Quiescent	0.765
HEPG2	12	Quiescent	12_Quiescent	0.69
HEPG2	15	Transcribed	15_Transcribed	0.835
HEPG2	14	Quiescent	14_Quiescent	0.405
HEPG2	17	Transcribed	17_Transcribed	0.835
HEPG2	16	Promoter	16_Promoter	0.84
HEPG2	19	Transcribed	19_Transcribed	0.765
HEPG2	18	ConstitutiveHet	18_ConstitutiveHet	0.805
GASTRIC	11	Promoter	11_Promoter	0.9
GASTRIC	10	LowConfidence	10_LowConfidence	0.88
GASTRIC	13	FacultativeHet	13_FacultativeHet	0.715
GASTRIC	12	ConstitutiveHet	12_ConstitutiveHet	0.72
GASTRIC	14	RegPermissive	14_RegPermissive	0.775
GASTRIC	1	ConstitutiveHet	1_ConstitutiveHet	0.735
GASTRIC	0	Promoter	0_Promoter	1.075
GASTRIC	3	FacultativeHet	3_FacultativeHet	0.73
GASTRIC	2	ConstitutiveHet	2_ConstitutiveHet	0.715
GASTRIC	5	Transcribed	5_Transcribed	0.75
GASTRIC	4	RegPermissive	4_RegPermissive	0.755
GASTRIC	7	LowConfidence	7_LowConfidence	0.985
GASTRIC	6	Quiescent	6_Quiescent	0.69
GASTRIC	9	Enhancer	9_Enhancer	0.83
GASTRIC	8	Bivalent	8_Bivalent	0.785
CD56_PRIMARY_CELLS	11	Transcribed	11_Transcribed	0.775
CD56_PRIMARY_CELLS	10	Transcribed	10_Transcribed	0.835
CD56_PRIMARY_CELLS	13	FacultativeHet	13_FacultativeHet	0.79
CD56_PRIMARY_CELLS	12	FacultativeHet	12_FacultativeHet	0.735
CD56_PRIMARY_CELLS	14	Bivalent	14_Bivalent	0.94
CD56_PRIMARY_CELLS	1	FacultativeHet	1_FacultativeHet	0.76
CD56_PRIMARY_CELLS	0	Promoter	0_Promoter	0.965
CD56_PRIMARY_CELLS	3	Promoter	3_Promoter	0.915
CD56_PRIMARY_CELLS	2	RegPermissive	2_RegPermissive	0.75
CD56_PRIMARY_CELLS	5	ConstitutiveHet	5_ConstitutiveHet	0.65
CD56_PRIMARY_CELLS	4	Transcribed	4_Transcribed	0.725
CD56_PRIMARY_CELLS	7	Quiescent	7_Quiescent	0.685
CD56_PRIMARY_CELLS	6	Transcribed	6_Transcribed	0.84
CD56_PRIMARY_CELLS	9	ConstitutiveHet	9_ConstitutiveHet	0.615
CD56_PRIMARY_CELLS	8	LowConfidence	8_LowConfidence	0.755
STOMACH_MUCOSA	11	Transcribed	11_Transcribed	0.74
STOMACH_MUCOSA	10	Quiescent	10_Quiescent	0.75
STOMACH_MUCOSA	13	Transcribed	13_Transcribed	0.825
STOMACH_MUCOSA	12	ConstitutiveHet	12_ConstitutiveHet	0.735
STOMACH_MUCOSA	1	Quiescent	1_Quiescent	0.69
STOMACH_MUCOSA	0	Quiescent	0_Quiescent	0.66
STOMACH_MUCOSA	3	Quiescent	3_Quiescent	0.47
STOMACH_MUCOSA	2	Quiescent	2_Quiescent	0.675
STOMACH_MUCOSA	5	Promoter	5_Promoter	0.98
STOMACH_MUCOSA	4	ConstitutiveHet	4_ConstitutiveHet	0.72
STOMACH_MUCOSA	7	Quiescent	7_Quiescent	0.755
STOMACH_MUCOSA	6	Enhancer	6_Enhancer	0.81
STOMACH_MUCOSA	9	Quiescent	9_Quiescent	0.72
STOMACH_MUCOSA	8	FacultativeHet	8_FacultativeHet	0.83
CD3_PRIMARY_CELLS_PERIPHERAL_UW	11	Transcribed	11_Transcribed	0.6
CD3_PRIMARY_CELLS_PERIPHERAL_UW	10	FacultativeHet	10_FacultativeHet	0.825
CD3_PRIMARY_CELLS_PERIPHERAL_UW	13	Bivalent	13_Bivalent	0.865
CD3_PRIMARY_CELLS_PERIPHERAL_UW	12	ConstitutiveHet	12_ConstitutiveHet	0.53
CD3_PRIMARY_CELLS_PERIPHERAL_UW	14	Promoter	14_Promoter	0.985
CD3_PRIMARY_CELLS_PERIPHERAL_UW	1	Transcribed	1_Transcribed	0.745
CD3_PRIMARY_CELLS_PERIPHERAL_UW	0	Transcribed	0_Transcribed	0.86
CD3_PRIMARY_CELLS_PERIPHERAL_UW	3	ConstitutiveHet	3_ConstitutiveHet	0.73
CD3_PRIMARY_CELLS_PERIPHERAL_UW	2	RegPermissive	2_RegPermissive	0.755
CD3_PRIMARY_CELLS_PERIPHERAL_UW	5	Quiescent	5_Quiescent	0.685
CD3_PRIMARY_CELLS_PERIPHERAL_UW	4	FacultativeHet	4_FacultativeHet	0.675
CD3_PRIMARY_CELLS_PERIPHERAL_UW	7	Quiescent	7_Quiescent	0.71
CD3_PRIMARY_CELLS_PERIPHERAL_UW	6	Quiescent	6_Quiescent	0.43
CD3_PRIMARY_CELLS_PERIPHERAL_UW	9	Quiescent	9_Quiescent	0.65
CD3_PRIMARY_CELLS_PERIPHERAL_UW	8	Quiescent	8_Quiescent	0.735
RECTAL_MUCOSA.DONOR_29	11	RegPermissive	11_RegPermissive	0.775
RECTAL_MUCOSA.DONOR_29	10	Quiescent	10_Quiescent	0.67
RECTAL_MUCOSA.DONOR_29	13	ConstitutiveHet	13_ConstitutiveHet	0.725
RECTAL_MUCOSA.DONOR_29	12	Quiescent	12_Quiescent	0.755
RECTAL_MUCOSA.DONOR_29	14	Quiescent	14_Quiescent	0.73
RECTAL_MUCOSA.DONOR_29	1	ConstitutiveHet	1_ConstitutiveHet	0.645
RECTAL_MUCOSA.DONOR_29	0	RegPermissive	0_RegPermissive	0.795
RECTAL_MUCOSA.DONOR_29	3	Promoter	3_Promoter	0.97
RECTAL_MUCOSA.DONOR_29	2	FacultativeHet	2_FacultativeHet	0.78
RECTAL_MUCOSA.DONOR_29	5	Enhancer	5_Enhancer	0.845
RECTAL_MUCOSA.DONOR_29	4	Quiescent	4_Quiescent	0.64
RECTAL_MUCOSA.DONOR_29	7	Transcribed	7_Transcribed	0.955
RECTAL_MUCOSA.DONOR_29	6	RegPermissive	6_RegPermissive	0.775
RECTAL_MUCOSA.DONOR_29	9	Transcribed	9_Transcribed	0.865
RECTAL_MUCOSA.DONOR_29	8	Transcribed	8_Transcribed	0.78
HSMM	11	ConstitutiveHet	11_ConstitutiveHet	0.715
HSMM	10	ConstitutiveHet	10_ConstitutiveHet	0.8
HSMM	13	Quiescent	13_Quiescent	0.76
HSMM	12	Quiescent	12_Quiescent	0.365
HSMM	15	RegPermissive	15_RegPermissive	0.83
HSMM	14	Transcribed	14_Transcribed	0.85
HSMM	16	Promoter	16_Promoter	1.01
HSMM	1	ConstitutiveHet	1_ConstitutiveHet	0.79
HSMM	0	RegPermissive	0_RegPermissive	0.815
HSMM	3	RegPermissive	3_RegPermissive	0.83
HSMM	2	Enhancer	2_Enhancer	0.865
HSMM	5	Quiescent	5_Quiescent	0.78
HSMM	4	Quiescent	4_Quiescent	0.78
HSMM	7	Transcribed	7_Transcribed	0.775
HSMM	6	Quiescent	6_Quiescent	0.64
HSMM	9	Quiescent	9_Quiescent	0.735
HSMM	8	Bivalent	8_Bivalent	0.96
CD14_PRIMARY_CELLS	11	Transcribed	11_Transcribed	0.73
CD14_PRIMARY_CELLS	10	ConstitutiveHet	10_ConstitutiveHet	0.52
CD14_PRIMARY_CELLS	13	Quiescent	13_Quiescent	0.7
CD14_PRIMARY_CELLS	12	Transcribed	12_Transcribed	0.8
CD14_PRIMARY_CELLS	14	RegPermissive	14_RegPermissive	0.74
CD14_PRIMARY_CELLS	1	FacultativeHet	1_FacultativeHet	0.77
CD14_PRIMARY_CELLS	0	Bivalent	0_Bivalent	0.93
CD14_PRIMARY_CELLS	3	ConstitutiveHet	3_ConstitutiveHet	0.71
CD14_PRIMARY_CELLS	2	Transcribed	2_Transcribed	0.835
CD14_PRIMARY_CELLS	5	Promoter	5_Promoter	0.95
CD14_PRIMARY_CELLS	4	Promoter	4_Promoter	0.96
CD14_PRIMARY_CELLS	7	Quiescent	7_Quiescent	0.745
CD14_PRIMARY_CELLS	6	RegPermissive	6_RegPermissive	0.765
CD14_PRIMARY_CELLS	9	ConstitutiveHet	9_ConstitutiveHet	0.65
CD14_PRIMARY_CELLS	8	Enhancer	8_Enhancer	0.795
GM12891	11	Quiescent	11_Quiescent	0.675
GM12891	10	Bivalent	10_Bivalent	0.945
GM12891	13	RegPermissive	13_RegPermissive	0.79
GM12891	12	Transcribed	12_Transcribed	0.86
GM12891	15	Quiescent	15_Quiescent	0.56
GM12891	14	RegPermissive	14_RegPermissive	0.695
GM12891	1	FacultativeHet	1_FacultativeHet	0.715
GM12891	0	Promoter	0_Promoter	1.13
GM12891	3	Quiescent	3_Quiescent	0.645
GM12891	2	Quiescent	2_Quiescent	0.75
GM12891	5	FacultativeHet	5_FacultativeHet	0.86
GM12891	4	Promoter	4_Promoter	0.885
GM12891	7	Promoter	7_Promoter	1.0
GM12891	6	Quiescent	6_Quiescent	0.65
GM12891	9	Transcribed	9_Transcribed	0.78
GM12891	8	Quiescent	8_Quiescent	0.765
OVARY	11	ConstitutiveHet	11_ConstitutiveHet	0.71
OVARY	10	Quiescent	10_Quiescent	0.64
OVARY	13	Quiescent	13_Quiescent	0.7
OVARY	12	Transcribed	12_Transcribed	0.89
OVARY	14	LowConfidence	14_LowConfidence	0.79
OVARY	1	Enhancer	1_Enhancer	0.875
OVARY	0	RegPermissive	0_RegPermissive	0.835
OVARY	3	Enhancer	3_Enhancer	1.075
OVARY	2	RegPermissive	2_RegPermissive	0.825
OVARY	5	Transcribed	5_Transcribed	1.0
OVARY	4	Transcribed	4_Transcribed	0.765
OVARY	7	FacultativeHet	7_FacultativeHet	0.75
OVARY	6	Transcribed	6_Transcribed	0.73
OVARY	9	Bivalent	9_Bivalent	0.955
OVARY	8	Transcribed	8_Transcribed	0.775
HPF	11	Quiescent	11_Quiescent	0.765
HPF	10	Promoter	10_Promoter	1.115
HPF	12	RegPermissive	12_RegPermissive	0.78
HPF	1	Promoter	1_Promoter	0.935
HPF	0	RegPermissive	0_RegPermissive	0.785
HPF	3	Quiescent	3_Quiescent	0.735
HPF	2	Promoter	2_Promoter	0.92
HPF	5	Quiescent	5_Quiescent	0.67
HPF	4	RegPermissive	4_RegPermissive	0.795
HPF	7	Quiescent	7_Quiescent	0.745
HPF	6	Quiescent	6_Quiescent	0.735
HPF	9	RegPermissive	9_RegPermissive	0.905
HPF	8	RegPermissive	8_RegPermissive	0.83
LHCN-M2	11	Enhancer	11_Enhancer	0.8
LHCN-M2	10	RegPermissive	10_RegPermissive	0.83
LHCN-M2	13	Quiescent	13_Quiescent	0.595
LHCN-M2	12	FacultativeHet	12_FacultativeHet	0.785
LHCN-M2	14	Enhancer	14_Enhancer	0.88
LHCN-M2	1	Quiescent	1_Quiescent	0.75
LHCN-M2	0	Quiescent	0_Quiescent	0.76
LHCN-M2	3	ConstitutiveHet	3_ConstitutiveHet	0.695
LHCN-M2	2	Enhancer	2_Enhancer	1.01
LHCN-M2	5	ConstitutiveHet	5_ConstitutiveHet	0.69
LHCN-M2	4	Quiescent	4_Quiescent	0.715
LHCN-M2	7	Transcribed	7_Transcribed	0.85
LHCN-M2	6	Quiescent	6_Quiescent	0.675
LHCN-M2	9	Transcribed	9_Transcribed	0.785
LHCN-M2	8	FacultativeHet	8_FacultativeHet	0.775
FETAL_THYMUS	11	ConstitutiveHet	11_ConstitutiveHet	0.62
FETAL_THYMUS	10	Quiescent	10_Quiescent	0.625
FETAL_THYMUS	13	Bivalent	13_Bivalent	0.95
FETAL_THYMUS	12	Transcribed	12_Transcribed	0.845
FETAL_THYMUS	14	Promoter	14_Promoter	0.995
FETAL_THYMUS	1	RegPermissive	1_RegPermissive	0.77
FETAL_THYMUS	0	Transcribed	0_Transcribed	0.81
FETAL_THYMUS	3	Bivalent	3_Bivalent	0.975
FETAL_THYMUS	2	Quiescent	2_Quiescent	0.695
FETAL_THYMUS	5	FacultativeHet	5_FacultativeHet	0.73
FETAL_THYMUS	4	Enhancer	4_Enhancer	0.815
FETAL_THYMUS	7	Transcribed	7_Transcribed	0.77
FETAL_THYMUS	6	FacultativeHet	6_FacultativeHet	0.765
FETAL_THYMUS	9	Quiescent	9_Quiescent	0.405
FETAL_THYMUS	8	Transcribed	8_Transcribed	0.75
DND41	11	ConstitutiveHet	11_ConstitutiveHet	0.72
DND41	10	FacultativeHet	10_FacultativeHet	0.75
DND41	13	Transcribed	13_Transcribed	0.625
DND41	12	Promoter	12_Promoter	0.815
DND41	15	Enhancer	15_Enhancer	0.775
DND41	14	Quiescent	14_Quiescent	0.615
DND41	16	ConstitutiveHet	16_ConstitutiveHet	0.605
DND41	1	Transcribed	1_Transcribed	0.765
DND41	0	Quiescent	0_Quiescent	0.71
DND41	3	RegPermissive	3_RegPermissive	0.81
DND41	2	Quiescent	2_Quiescent	0.755
DND41	5	Transcribed	5_Transcribed	0.94
DND41	4	Promoter	4_Promoter	0.835
DND41	7	FacultativeHet	7_FacultativeHet	0.815
DND41	6	Transcribed	6_Transcribed	0.795
DND41	9	Enhancer	9_Enhancer	0.965
DND41	8	LowConfidence	8_LowConfidence	0.845
NT2-D1	11	Quiescent	11_Quiescent	0.74
NT2-D1	10	Quiescent	10_Quiescent	0.69
NT2-D1	13	Promoter	13_Promoter	0.975
NT2-D1	12	RegPermissive	12_RegPermissive	0.845
NT2-D1	1	RegPermissive	1_RegPermissive	0.845
NT2-D1	0	Quiescent	0_Quiescent	0.765
NT2-D1	3	Quiescent	3_Quiescent	0.445
NT2-D1	2	Quiescent	2_Quiescent	0.77
NT2-D1	5	Quiescent	5_Quiescent	0.775
NT2-D1	4	Quiescent	4_Quiescent	0.71
NT2-D1	7	Quiescent	7_Quiescent	0.725
NT2-D1	6	LowConfidence	6_LowConfidence	0.8
