celltype	state_index	bio_label	label_name	func_score
H1_DERIVED_MESENCHYMAL_STEM_CELLS	16	ConstitutiveHet	16_ConstitutiveHet	0.725
H1_DERIVED_MESENCHYMAL_STEM_CELLS	18	Quiescent	18_Quiescent	0.7
H1_DERIVED_MESENCHYMAL_STEM_CELLS	1	Transcribed	1_Transcribed	0.78
H1_DERIVED_MESENCHYMAL_STEM_CELLS	0	Promoter	0_Promoter	1.01
H1_DERIVED_MESENCHYMAL_STEM_CELLS	3	Transcribed	3_Transcribed	0.745
H1_DERIVED_MESENCHYMAL_STEM_CELLS	2	Enhancer	2_Enhancer	0.815
H1_DERIVED_MESENCHYMAL_STEM_CELLS	5	FacultativeHet	5_FacultativeHet	0.79
H1_DERIVED_MESENCHYMAL_STEM_CELLS	4	Bivalent	4_Bivalent	0.8
H1_DERIVED_MESENCHYMAL_STEM_CELLS	7	Transcribed	7_Transcribed	0.925
H1_DERIVED_MESENCHYMAL_STEM_CELLS	6	RegPermissive	6_RegPermissive	0.735
H1_DERIVED_MESENCHYMAL_STEM_CELLS	9	RegPermissive	9_RegPermissive	0.74
H1_DERIVED_MESENCHYMAL_STEM_CELLS	8	RegPermissive	8_RegPermissive	0.775
HRPEPIC	11	RegPermissive	11_RegPermissive	0.755
HRPEPIC	10	Bivalent	10_Bivalent	0.935
HRPEPIC	12	Quiescent	12_Quiescent	0.62
HRPEPIC	1	Bivalent	1_Bivalent	0.9
HRPEPIC	0	Quiescent	0_Quiescent	0.76
HRPEPIC	3	Quiescent	3_Quiescent	0.755
HRPEPIC	2	RegPermissive	2_RegPermissive	0.825
HRPEPIC	5	Enhancer	5_Enhancer	0.86
HRPEPIC	4	Quiescent	4_Quiescent	0.725
HRPEPIC	7	Promoter	7_Promoter	0.97
HRPEPIC	6	Quiescent	6_Quiescent	0.76
HRPEPIC	9	Enhancer	9_Enhancer	0.975
HRPEPIC	8	Quiescent	8_Quiescent	0.77
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	11	Transcribed	11_Transcribed	0.755
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	10	RegPermissive	10_RegPermissive	0.73
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	13	Promoter	13_Promoter	1.165
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	12	RegPermissive	12_RegPermissive	0.75
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	1	Transcribed	1_Transcribed	0.81
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	0	ConstitutiveHet	0_ConstitutiveHet	0.725
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	3	Quiescent	3_Quiescent	0.6
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	2	FacultativeHet	2_FacultativeHet	0.785
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	5	ConstitutiveHet	5_ConstitutiveHet	0.685
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	4	ConstitutiveHet	4_ConstitutiveHet	0.705
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	7	Enhancer	7_Enhancer	0.885
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	6	FacultativeHet	6_FacultativeHet	0.73
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	9	Enhancer	9_Enhancer	0.79
CD4+_CD25-_CD45RO+_MEMORY_PRIMARY_CELLS	8	Transcribed	8_Transcribed	0.895
RIGHT_ATRIUM	11	Enhancer	11_Enhancer	0.83
RIGHT_ATRIUM	10	ConstitutiveHet	10_ConstitutiveHet	0.77
RIGHT_ATRIUM	13	Transcribed	13_Transcribed	0.81
RIGHT_ATRIUM	12	RegPermissive	12_RegPermissive	0.77
RIGHT_ATRIUM	1	Enhancer	1_Enhancer	1.03
RIGHT_ATRIUM	0	LowConfidence	0_LowConfidence	0.695
RIGHT_ATRIUM	3	Quiescent	3_Quiescent	0.78
RIGHT_ATRIUM	2	Transcribed	2_Transcribed	0.82
RIGHT_ATRIUM	5	Quiescent	5_Quiescent	0.685
RIGHT_ATRIUM	4	RegPermissive	4_RegPermissive	0.77
RIGHT_ATRIUM	7	ConstitutiveHet	7_ConstitutiveHet	0.69
RIGHT_ATRIUM	6	FacultativeHet	6_FacultativeHet	0.72
RIGHT_ATRIUM	9	Enhancer	9_Enhancer	0.84
RIGHT_ATRIUM	8	Transcribed	8_Transcribed	0.9
SKELETAL_MUSCLE_MALE	11	RegPermissive	11_RegPermissive	0.8
SKELETAL_MUSCLE_MALE	10	Quiescent	10_Quiescent	0.445
SKELETAL_MUSCLE_MALE	13	Bivalent	13_Bivalent	0.9
SKELETAL_MUSCLE_MALE	12	Transcribed	12_Transcribed	0.96
SKELETAL_MUSCLE_MALE	1	ConstitutiveHet	1_ConstitutiveHet	0.675
SKELETAL_MUSCLE_MALE	0	Promoter	0_Promoter	1.025
SKELETAL_MUSCLE_MALE	3	RegPermissive	3_RegPermissive	0.765
SKELETAL_MUSCLE_MALE	2	Quiescent	2_Quiescent	0.65
SKELETAL_MUSCLE_MALE	5	Bivalent	5_Bivalent	0.81
SKELETAL_MUSCLE_MALE	4	Transcribed	4_Transcribed	0.8
SKELETAL_MUSCLE_MALE	7	Quiescent	7_Quiescent	0.73
SKELETAL_MUSCLE_MALE	6	FacultativeHet	6_FacultativeHet	0.81
SKELETAL_MUSCLE_MALE	9	FacultativeHet	9_FacultativeHet	0.72
SKELETAL_MUSCLE_MALE	8	Quiescent	8_Quiescent	0.69
HA-SP	11	RegPermissive	11_RegPermissive	0.775
HA-SP	10	RegPermissive	10_RegPermissive	0.815
HA-SP	12	Quiescent	12_Quiescent	0.76
HA-SP	1	RegPermissive	1_RegPermissive	0.795
HA-SP	0	ConstitutiveHet	0_ConstitutiveHet	0.605
HA-SP	3	Quiescent	3_Quiescent	0.77
HA-SP	2	Quiescent	2_Quiescent	0.7
HA-SP	5	RegPermissive	5_RegPermissive	0.88
HA-SP	4	FacultativeHet	4_FacultativeHet	0.78
HA-SP	7	FacultativeHet	7_FacultativeHet	0.79
HA-SP	6	FacultativeHet	6_FacultativeHet	0.73
HA-SP	9	RegPermissive	9_RegPermissive	0.9
HA-SP	8	Enhancer	8_Enhancer	1.04
BRAIN_SUBSTANTIA_NIGRA	11	Enhancer	11_Enhancer	0.775
BRAIN_SUBSTANTIA_NIGRA	10	ConstitutiveHet	10_ConstitutiveHet	0.745
BRAIN_SUBSTANTIA_NIGRA	13	Quiescent	13_Quiescent	0.755
BRAIN_SUBSTANTIA_NIGRA	12	Bivalent	12_Bivalent	0.865
BRAIN_SUBSTANTIA_NIGRA	14	ConstitutiveHet	14_ConstitutiveHet	0.6
BRAIN_SUBSTANTIA_NIGRA	1	Quiescent	1_Quiescent	0.765
BRAIN_SUBSTANTIA_NIGRA	0	Transcribed	0_Transcribed	0.72
BRAIN_SUBSTANTIA_NIGRA	3	Quiescent	3_Quiescent	0.545
BRAIN_SUBSTANTIA_NIGRA	2	Quiescent	2_Quiescent	0.79
BRAIN_SUBSTANTIA_NIGRA	5	FacultativeHet	5_FacultativeHet	0.73
BRAIN_SUBSTANTIA_NIGRA	4	Enhancer	4_Enhancer	0.96
BRAIN_SUBSTANTIA_NIGRA	7	Quiescent	7_Quiescent	0.62
BRAIN_SUBSTANTIA_NIGRA	6	Transcribed	6_Transcribed	0.885
BRAIN_SUBSTANTIA_NIGRA	9	Quiescent	9_Quiescent	0.74
BRAIN_SUBSTANTIA_NIGRA	8	Enhancer	8_Enhancer	0.85
ECC-1	11	Promoter	11_Promoter	0.95
ECC-1	10	Quiescent	10_Quiescent	0.845
ECC-1	13	Quiescent	13_Quiescent	0.81
ECC-1	12	Quiescent	12_Quiescent	0.365
ECC-1	1	Quiescent	1_Quiescent	0.75
ECC-1	0	Quiescent	0_Quiescent	0.815
ECC-1	3	Quiescent	3_Quiescent	0.8
ECC-1	2	Promoter	2_Promoter	1.08
ECC-1	5	Quiescent	5_Quiescent	0.78
ECC-1	4	Quiescent	4_Quiescent	0.595
ECC-1	7	Transcribed	7_Transcribed	0.68
ECC-1	6	Promoter	6_Promoter	0.955
ECC-1	9	RegPermissive	9_RegPermissive	0.89
ECC-1	8	Promoter	8_Promoter	1.17
A549	20	Transcribed	20_Transcribed	0.9
A549	21	Enhancer	21_Enhancer	0.84
A549	1	LowConfidence	1_LowConfidence	0.8
A549	0	Transcribed	0_Transcribed	0.735
A549	3	RegPermissive	3_RegPermissive	0.795
A549	2	ConstitutiveHet	2_ConstitutiveHet	0.8
A549	5	Transcribed	5_Transcribed	0.93
A549	4	Quiescent	4_Quiescent	0.555
A549	7	Quiescent	7_Quiescent	0.42
A549	6	FacultativeHet	6_FacultativeHet	0.735
A549	9	ConstitutiveHet	9_ConstitutiveHet	0.675
A549	8	Quiescent	8_Quiescent	0.76
A549	11	Quiescent	11_Quiescent	0.65
A549	10	Promoter	10_Promoter	0.985
A549	13	Promoter	13_Promoter	0.78
A549	12	RegPermissive	12_RegPermissive	0.855
A549	15	Quiescent	15_Quiescent	0.76
A549	14	Transcribed	14_Transcribed	0.705
A549	17	Transcribed	17_Transcribed	0.835
A549	16	Transcribed	16_Transcribed	0.81
A549	19	ConstitutiveHet	19_ConstitutiveHet	0.685
A549	18	Quiescent	18_Quiescent	0.785
SAEC	11	RegPermissive	11_RegPermissive	0.8
SAEC	10	RegPermissive	10_RegPermissive	0.875
SAEC	13	FacultativeHet	13_FacultativeHet	0.75
SAEC	12	Transcribed	12_Transcribed	0.74
SAEC	1	Quiescent	1_Quiescent	0.79
SAEC	0	RegPermissive	0_RegPermissive	0.79
SAEC	3	Quiescent	3_Quiescent	0.515
SAEC	2	Transcribed	2_Transcribed	0.895
SAEC	5	Quiescent	5_Quiescent	0.685
SAEC	4	FacultativeHet	4_FacultativeHet	0.715
SAEC	7	Bivalent	7_Bivalent	1.03
SAEC	6	Enhancer	6_Enhancer	1.06
SAEC	9	RegPermissive	9_RegPermissive	0.82
SAEC	8	Quiescent	8_Quiescent	0.75
CD8_NAIVE_PRIMARY_CELLS	11	Quiescent	11_Quiescent	0.55
CD8_NAIVE_PRIMARY_CELLS	10	RegPermissive	10_RegPermissive	0.755
CD8_NAIVE_PRIMARY_CELLS	13	ConstitutiveHet	13_ConstitutiveHet	0.735
CD8_NAIVE_PRIMARY_CELLS	12	RegPermissive	12_RegPermissive	0.765
CD8_NAIVE_PRIMARY_CELLS	14	Enhancer	14_Enhancer	0.945
CD8_NAIVE_PRIMARY_CELLS	1	FacultativeHet	1_FacultativeHet	0.775
CD8_NAIVE_PRIMARY_CELLS	0	ConstitutiveHet	0_ConstitutiveHet	0.72
CD8_NAIVE_PRIMARY_CELLS	3	RegPermissive	3_RegPermissive	0.79
CD8_NAIVE_PRIMARY_CELLS	2	ConstitutiveHet	2_ConstitutiveHet	0.675
CD8_NAIVE_PRIMARY_CELLS	5	Quiescent	5_Quiescent	0.675
CD8_NAIVE_PRIMARY_CELLS	4	Quiescent	4_Quiescent	0.73
CD8_NAIVE_PRIMARY_CELLS	7	ConstitutiveHet	7_ConstitutiveHet	0.745
CD8_NAIVE_PRIMARY_CELLS	6	Transcribed	6_Transcribed	0.84
CD8_NAIVE_PRIMARY_CELLS	9	FacultativeHet	9_FacultativeHet	0.735
CD8_NAIVE_PRIMARY_CELLS	8	Transcribed	8_Transcribed	0.735
HUVEC	11	Transcribed	11_Transcribed	0.735
HUVEC	10	Quiescent	10_Quiescent	0.71
HUVEC	13	Quiescent	13_Quiescent	0.725
HUVEC	12	Quiescent	12_Quiescent	0.7
HUVEC	15	Promoter	15_Promoter	0.91
HUVEC	14	Quiescent	14_Quiescent	0.705
HUVEC	17	Quiescent	17_Quiescent	0.715
HUVEC	16	Quiescent	16_Quiescent	0.71
HUVEC	19	Quiescent	19_Quiescent	0.715
HUVEC	18	Transcribed	18_Transcribed	0.73
HUVEC	1	Quiescent	1_Quiescent	0.445
HUVEC	0	Quiescent	0_Quiescent	0.72
HUVEC	3	Enhancer	3_Enhancer	0.855
HUVEC	2	Transcribed	2_Transcribed	0.715
HUVEC	5	Quiescent	5_Quiescent	0.765
HUVEC	4	ConstitutiveHet	4_ConstitutiveHet	0.71
HUVEC	7	Quiescent	7_Quiescent	0.735
HUVEC	6	Promoter	6_Promoter	0.935
HUVEC	9	Quiescent	9_Quiescent	0.72
HUVEC	8	Quiescent	8_Quiescent	0.725
AG04449	11	Promoter	11_Promoter	0.875
AG04449	10	Enhancer	10_Enhancer	0.845
AG04449	12	RegPermissive	12_RegPermissive	0.82
AG04449	1	Quiescent	1_Quiescent	0.495
AG04449	0	Promoter	0_Promoter	1.045
AG04449	3	FacultativeHet	3_FacultativeHet	0.76
AG04449	2	Enhancer	2_Enhancer	0.875
AG04449	5	Quiescent	5_Quiescent	0.75
AG04449	4	Promoter	4_Promoter	1.025
AG04449	7	Quiescent	7_Quiescent	0.695
AG04449	6	Promoter	6_Promoter	0.935
AG04449	9	Quiescent	9_Quiescent	0.795
AG04449	8	Quiescent	8_Quiescent	0.755
RECTAL_MUCOSA.DONOR_31	11	ConstitutiveHet	11_ConstitutiveHet	0.645
RECTAL_MUCOSA.DONOR_31	10	Enhancer	10_Enhancer	0.975
RECTAL_MUCOSA.DONOR_31	13	ConstitutiveHet	13_ConstitutiveHet	0.735
RECTAL_MUCOSA.DONOR_31	12	Transcribed	12_Transcribed	0.745
RECTAL_MUCOSA.DONOR_31	14	Quiescent	14_Quiescent	0.745
RECTAL_MUCOSA.DONOR_31	1	FacultativeHet	1_FacultativeHet	0.755
RECTAL_MUCOSA.DONOR_31	0	Transcribed	0_Transcribed	0.9
RECTAL_MUCOSA.DONOR_31	3	Quiescent	3_Quiescent	0.76
RECTAL_MUCOSA.DONOR_31	2	Enhancer	2_Enhancer	0.825
RECTAL_MUCOSA.DONOR_31	5	Transcribed	5_Transcribed	0.745
RECTAL_MUCOSA.DONOR_31	4	Quiescent	4_Quiescent	0.755
RECTAL_MUCOSA.DONOR_31	7	Bivalent	7_Bivalent	0.91
RECTAL_MUCOSA.DONOR_31	6	Quiescent	6_Quiescent	0.61
RECTAL_MUCOSA.DONOR_31	9	Quiescent	9_Quiescent	0.685
RECTAL_MUCOSA.DONOR_31	8	RegPermissive	8_RegPermissive	0.795
HPAF	11	Quiescent	11_Quiescent	0.715
HPAF	10	Transcribed	10_Transcribed	0.795
HPAF	12	FacultativeHet	12_FacultativeHet	0.745
HPAF	1	Promoter	1_Promoter	0.885
HPAF	0	RegPermissive	0_RegPermissive	0.795
HPAF	3	Enhancer	3_Enhancer	1.03
HPAF	2	RegPermissive	2_RegPermissive	0.825
HPAF	5	Transcribed	5_Transcribed	0.86
HPAF	4	Quiescent	4_Quiescent	0.72
HPAF	7	Quiescent	7_Quiescent	0.76
HPAF	6	Quiescent	6_Quiescent	0.72
HPAF	9	Quiescent	9_Quiescent	0.58
HPAF	8	Enhancer	8_Enhancer	0.895
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	11	Promoter	11_Promoter	0.975
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	10	ConstitutiveHet	10_ConstitutiveHet	0.53
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	13	Transcribed	13_Transcribed	0.8
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	12	ConstitutiveHet	12_ConstitutiveHet	0.53
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	14	ConstitutiveHet	14_ConstitutiveHet	0.655
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	1	FacultativeHet	1_FacultativeHet	0.775
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	0	Quiescent	0_Quiescent	0.8
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	3	Quiescent	3_Quiescent	0.805
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	2	Quiescent	2_Quiescent	0.685
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	5	Quiescent	5_Quiescent	0.74
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	4	RegPermissive	4_RegPermissive	0.745
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	7	Quiescent	7_Quiescent	0.625
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	6	Transcribed	6_Transcribed	0.655
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	9	Bivalent	9_Bivalent	0.845
HESC_DERIVED_CD184+_ENDODERM_CULTURED_CELLS	8	Transcribed	8_Transcribed	0.86
HUES64_CELL_LINE	11	Quiescent	11_Quiescent	0.805
HUES64_CELL_LINE	10	Quiescent	10_Quiescent	0.85
HUES64_CELL_LINE	13	Quiescent	13_Quiescent	0.6
HUES64_CELL_LINE	12	Bivalent	12_Bivalent	1.025
HUES64_CELL_LINE	14	Enhancer	14_Enhancer	0.835
HUES64_CELL_LINE	1	Quiescent	1_Quiescent	0.775
HUES64_CELL_LINE	0	Quiescent	0_Quiescent	0.735
HUES64_CELL_LINE	3	ConstitutiveHet	3_ConstitutiveHet	0.665
HUES64_CELL_LINE	2	Enhancer	2_Enhancer	0.855
HUES64_CELL_LINE	5	Transcribed	5_Transcribed	0.89
HUES64_CELL_LINE	4	Transcribed	4_Transcribed	0.83
HUES64_CELL_LINE	7	Quiescent	7_Quiescent	0.74
HUES64_CELL_LINE	6	ConstitutiveHet	6_ConstitutiveHet	0.54
HUES64_CELL_LINE	9	Quiescent	9_Quiescent	0.595
HUES64_CELL_LINE	8	Transcribed	8_Transcribed	0.75
MONOCYTES-CD14+_RO01746	11	Transcribed	11_Transcribed	0.82
MONOCYTES-CD14+_RO01746	10	Enhancer	10_Enhancer	0.77
MONOCYTES-CD14+_RO01746	13	Transcribed	13_Transcribed	0.725
MONOCYTES-CD14+_RO01746	12	Promoter	12_Promoter	0.985
MONOCYTES-CD14+_RO01746	15	Quiescent	15_Quiescent	0.675
MONOCYTES-CD14+_RO01746	14	Transcribed	14_Transcribed	0.885
MONOCYTES-CD14+_RO01746	1	FacultativeHet	1_FacultativeHet	0.78
MONOCYTES-CD14+_RO01746	0	Enhancer	0_Enhancer	0.79
MONOCYTES-CD14+_RO01746	3	Quiescent	3_Quiescent	0.75
MONOCYTES-CD14+_RO01746	2	Bivalent	2_Bivalent	1.05
MONOCYTES-CD14+_RO01746	5	Quiescent	5_Quiescent	0.655
MONOCYTES-CD14+_RO01746	4	FacultativeHet	4_FacultativeHet	0.775
MONOCYTES-CD14+_RO01746	7	RegPermissive	7_RegPermissive	0.745
MONOCYTES-CD14+_RO01746	6	RegPermissive	6_RegPermissive	0.73
MONOCYTES-CD14+_RO01746	9	FacultativeHet	9_FacultativeHet	0.92
MONOCYTES-CD14+_RO01746	8	Enhancer	8_Enhancer	0.83
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	11	ConstitutiveHet	11_ConstitutiveHet	0.7
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	10	FacultativeHet	10_FacultativeHet	0.72
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	13	Quiescent	13_Quiescent	0.72
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	12	RegPermissive	12_RegPermissive	0.76
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	14	Quiescent	14_Quiescent	0.685
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	1	Transcribed	1_Transcribed	0.735
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	0	ConstitutiveHet	0_ConstitutiveHet	0.72
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	3	ConstitutiveHet	3_ConstitutiveHet	0.685
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	2	Transcribed	2_Transcribed	0.95
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	5	Bivalent	5_Bivalent	0.81
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	4	Enhancer	4_Enhancer	1.025
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	7	Bivalent	7_Bivalent	0.82
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	6	Enhancer	6_Enhancer	0.83
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	9	Bivalent	9_Bivalent	0.895
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN01	8	Enhancer	8_Enhancer	0.76
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	11	Enhancer	11_Enhancer	0.78
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	10	Quiescent	10_Quiescent	0.65
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	13	FacultativeHet	13_FacultativeHet	0.69
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	12	ConstitutiveHet	12_ConstitutiveHet	0.735
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	14	RegPermissive	14_RegPermissive	0.745
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	1	Bivalent	1_Bivalent	0.96
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	0	Quiescent	0_Quiescent	0.71
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	3	Quiescent	3_Quiescent	0.695
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	2	LowConfidence	2_LowConfidence	0.9
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	5	RegPermissive	5_RegPermissive	0.79
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	4	Promoter	4_Promoter	1.05
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	7	ConstitutiveHet	7_ConstitutiveHet	0.7
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	6	Bivalent	6_Bivalent	0.86
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	9	FacultativeHet	9_FacultativeHet	0.75
PENIS_FORESKIN_FIBROBLAST_PRIMARY_CELLS_SKIN02	8	Transcribed	8_Transcribed	0.73
SIGMOID_COLON	11	ConstitutiveHet	11_ConstitutiveHet	0.73
SIGMOID_COLON	10	ConstitutiveHet	10_ConstitutiveHet	0.635
SIGMOID_COLON	13	Transcribed	13_Transcribed	0.855
SIGMOID_COLON	12	Enhancer	12_Enhancer	0.815
SIGMOID_COLON	1	Promoter	1_Promoter	0.96
SIGMOID_COLON	0	RegPermissive	0_RegPermissive	0.755
SIGMOID_COLON	3	ConstitutiveHet	3_ConstitutiveHet	0.715
SIGMOID_COLON	2	Transcribed	2_Transcribed	0.755
SIGMOID_COLON	5	RegPermissive	5_RegPermissive	0.775
SIGMOID_COLON	4	FacultativeHet	4_FacultativeHet	0.775
SIGMOID_COLON	7	LowConfidence	7_LowConfidence	0.84
SIGMOID_COLON	6	ConstitutiveHet	6_ConstitutiveHet	0.695
SIGMOID_COLON	9	Quiescent	9_Quiescent	0.775
SIGMOID_COLON	8	Quiescent	8_Quiescent	0.685
CD19_PRIMARY_CELLS_PERIPHERAL_UW	11	Quiescent	11_Quiescent	0.455
CD19_PRIMARY_CELLS_PERIPHERAL_UW	10	Quiescent	10_Quiescent	0.705
CD19_PRIMARY_CELLS_PERIPHERAL_UW	13	LowConfidence	13_LowConfidence	0.61
CD19_PRIMARY_CELLS_PERIPHERAL_UW	12	ConstitutiveHet	12_ConstitutiveHet	0.675
CD19_PRIMARY_CELLS_PERIPHERAL_UW	14	FacultativeHet	14_FacultativeHet	0.775
CD19_PRIMARY_CELLS_PERIPHERAL_UW	1	RegPermissive	1_RegPermissive	0.78
CD19_PRIMARY_CELLS_PERIPHERAL_UW	0	Transcribed	0_Transcribed	0.77
CD19_PRIMARY_CELLS_PERIPHERAL_UW	3	Bivalent	3_Bivalent	0.885
CD19_PRIMARY_CELLS_PERIPHERAL_UW	2	ConstitutiveHet	2_ConstitutiveHet	0.555
CD19_PRIMARY_CELLS_PERIPHERAL_UW	5	Promoter	5_Promoter	0.945
CD19_PRIMARY_CELLS_PERIPHERAL_UW	4	FacultativeHet	4_FacultativeHet	0.805
CD19_PRIMARY_CELLS_PERIPHERAL_UW	7	Quiescent	7_Quiescent	0.74
CD19_PRIMARY_CELLS_PERIPHERAL_UW	6	Transcribed	6_Transcribed	0.745
CD19_PRIMARY_CELLS_PERIPHERAL_UW	9	RegPermissive	9_RegPermissive	0.78
CD19_PRIMARY_CELLS_PERIPHERAL_UW	8	Transcribed	8_Transcribed	0.875
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	11	Quiescent	11_Quiescent	0.65
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	10	Transcribed	10_Transcribed	0.845
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	13	Quiescent	13_Quiescent	0.735
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	12	Promoter	12_Promoter	0.96
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	14	Quiescent	14_Quiescent	0.65
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	1	RegPermissive	1_RegPermissive	0.79
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	0	Transcribed	0_Transcribed	0.84
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	3	Enhancer	3_Enhancer	0.825
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	2	Quiescent	2_Quiescent	0.585
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	5	Bivalent	5_Bivalent	0.93
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	4	Quiescent	4_Quiescent	0.72
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	7	Transcribed	7_Transcribed	0.735
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	6	FacultativeHet	6_FacultativeHet	0.74
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	9	Quiescent	9_Quiescent	0.75
CHONDROCYTES_FROM_BONE_MARROW_DERIVED_MESENCHYMAL_STEM_CELL_CULTURED_CELLS	8	FacultativeHet	8_FacultativeHet	0.795
THYMUS	11	Transcribed	11_Transcribed	0.845
THYMUS	10	Transcribed	10_Transcribed	0.84
THYMUS	13	Promoter	13_Promoter	0.845
THYMUS	12	Quiescent	12_Quiescent	0.72
THYMUS	1	Enhancer	1_Enhancer	1.08
THYMUS	0	Enhancer	0_Enhancer	0.775
THYMUS	3	RegPermissive	3_RegPermissive	0.75
THYMUS	2	Transcribed	2_Transcribed	0.735
THYMUS	5	LowConfidence	5_LowConfidence	0.83
